sexe,prenom,annee,naissances
1,ESTEBAN,1996,275
1,ESTEBAN,1997,325
1,ESTEBAN,1998,460
1,ESTEBAN,1999,555
1,ESTEBAN,2000,740
1,ESTEBAN,2001,810
1,ESTEBAN,2002,1000
1,ESTEBAN,2003,1145
1,ESTEBAN,2004,1355
1,ESTEBAN,2005,1530
1,ESTÉBAN,1988,5
1,ESTÉBAN,1990,5
1,ESTÉBAN,1992,5
1,ESTÉBAN,1994,5
1,ESTÉBAN,1996,10
1,ESTÉBAN,1997,20
1,ESTÉBAN,1998,30
1,ESTÉBAN,1999,5
1,ESTÉBAN,2002,5
1,ESTÉBAN,2003,5
1,FABIAN,1957,5
1,FABIAN,1960,5
1,FABIAN,1961,15
1,FABIAN,1962,10
1,FABIAN,1963,20
1,FABIAN,1964,15
1,FABIAN,1965,25
1,FABIAN,1966,35
1,FABIAN,1967,50
1,FABIAN,1968,60
1,FABIAN,1969,55
1,FABIAN,1970,65
1,FABIAN,1971,90
1,FABIAN,1972,70
1,FABIAN,1973,95
1,FABIAN,1974,80
1,FABIAN,1975,60
1,FABIAN,1976,65
1,FABIAN,1977,75
1,FABIAN,1978,70
1,FABIAN,1979,70
1,FABIAN,1980,100
1,FABIAN,1981,110
1,FABIAN,1982,90
1,FABIAN,1983,80
1,FABIAN,1984,80
1,FABIAN,1985,100
1,FABIAN,1986,85
1,FABIAN,1987,75
1,FABIAN,1988,60
1,FABIAN,1989,65
1,FABIAN,1990,85
1,FABIAN,1991,85
1,FABIAN,1992,90
1,FABIAN,1993,75
1,FABIAN,1994,70
1,FABIAN,1995,90
1,FABIAN,1996,105
1,FABIAN,1997,100
1,FABIAN,1998,215
1,FABIAN,1999,140
1,FABIAN,2000,135
1,FABIAN,2001,105
1,FABIAN,2002,100
1,FABIAN,2003,110
1,FABIAN,2004,100
1,FABIAN,2005,85
1,FABRICE,1946,5
1,FABRICE,1947,10
1,FABRICE,1950,180
1,FABRICE,1951,245
1,FABRICE,1952,230
1,FABRICE,1953,685
1,FABRICE,1954,955
1,FABRICE,1955,855
1,FABRICE,1957,1060
1,FABRICE,1958,1395
1,FABRICE,1960,1620
1,FABRICE,1961,2135
1,FABRICE,1962,2250
1,FABRICE,1963,2735
1,FABRICE,1964,4535
1,FABRICE,1965,4810
1,FABRICE,1966,5710
1,FABRICE,1967,6305
1,FABRICE,1968,7415
1,FABRICE,1969,8120
1,FABRICE,1970,7455
1,FABRICE,1971,7070
1,FABRICE,1972,7935
1,FABRICE,1973,8470
1,FABRICE,1974,7240
1,FABRICE,1975,5880
1,FABRICE,1976,4745
1,FABRICE,1977,4125
1,FABRICE,1978,3590
1,FABRICE,1979,3720
1,FABRICE,1980,3195
1,FABRICE,1981,2720
1,FABRICE,1982,2520
1,FABRICE,1983,1730
1,FABRICE,1984,1465
1,FABRICE,1985,1350
1,FABRICE,1986,1150
1,FABRICE,1987,925
1,FABRICE,1988,750
1,FABRICE,1989,580
1,FABRICE,1990,520
1,FABRICE,1991,465
1,FABRICE,1992,405
1,FABRICE,1993,275
1,FABRICE,1994,235
1,FABRICE,1995,240
1,FABRICE,1996,195
1,FABRICE,1997,200
1,FABRICE,1998,155
1,FABRICE,1999,135
1,FABRICE,2000,130
1,FABRICE,2001,140
1,FABRICE,2002,110
1,FABRICE,2003,90
1,FABRICE,2004,85
1,FABRICE,2005,65
1,FLAVIO,1952,5
1,FLAVIO,1954,5
1,FLAVIO,1957,5
1,FLAVIO,1958,5
1,FLAVIO,1960,10
1,FLAVIO,1961,5
1,FLAVIO,1962,5
1,FLAVIO,1963,10
1,FLAVIO,1964,5
1,FLAVIO,1965,10
1,FLAVIO,1966,5
1,FLAVIO,1967,10
1,FLAVIO,1968,5
1,FLAVIO,1969,5
1,FLAVIO,1970,10
1,FLAVIO,1971,5
1,FLAVIO,1972,10
1,FLAVIO,1973,5
1,FLAVIO,1974,5
1,FLAVIO,1975,5
1,FLAVIO,1977,10
1,FLAVIO,1978,5
1,FLAVIO,1979,10
1,FLAVIO,1980,5
1,FLAVIO,1981,10
1,FLAVIO,1982,5
1,FLAVIO,1983,10
1,FLAVIO,1984,5
1,FLAVIO,1985,5
1,FLAVIO,1986,10
1,FLAVIO,1987,15
1,FLAVIO,1988,15
1,FLAVIO,1989,10
1,FLAVIO,1990,20
1,FLAVIO,1991,20
1,FLAVIO,1992,20
1,FLAVIO,1993,20
1,FLAVIO,1994,30
1,FLAVIO,1995,25
1,FLAVIO,1996,40
1,FLAVIO,1997,40
1,FLAVIO,1998,55
1,FLAVIO,1999,60
1,FLAVIO,2000,65
1,FLAVIO,2001,95
1,FLAVIO,2002,140
1,FLAVIO,2003,165
1,FLAVIO,2004,185
1,FLAVIO,2005,240
1,FOUZI,1961,5
1,FOUZI,1962,5
1,FOUZI,1963,5
1,FOUZI,1964,10
1,FOUZI,1965,5
1,FOUZI,1966,5
1,FOUZI,1967,10
1,FOUZI,1968,10
1,FOUZI,1969,10
1,FOUZI,1970,5
1,FOUZI,1971,15
1,FOUZI,1972,20
1,FOUZI,1973,10
1,FOUZI,1974,20
1,FOUZI,1975,25
1,FOUZI,1976,10
1,FOUZI,1977,20
1,FOUZI,1978,15
1,FOUZI,1979,25
1,FOUZI,1980,20
1,FOUZI,1981,20
1,FOUZI,1982,20
1,FOUZI,1983,15
1,FOUZI,1984,10
1,FOUZI,1985,10
1,FOUZI,1986,10
1,FOUZI,1987,15
1,FOUZI,1988,15
1,FOUZI,1989,15
1,FOUZI,1990,5
1,FOUZI,1991,10
1,FOUZI,1992,5
1,FOUZI,1993,5
1,FOUZI,1994,10
1,FOUZI,1995,10
1,FOUZI,1996,5
1,FOUZI,1997,5
1,FOUZI,1998,5
1,FOUZI,1999,10
1,FOUZI,2000,5
1,FOUZI,2001,5
1,FOUZI,2003,5
1,FOUZI,2005,5
1,FRANCIS,1943,2475
1,FRANCIS,1945,2960
1,FRANCIS,1946,4575
1,FRANCIS,1947,4800
1,FRANCIS,1950,5405
1,FRANCIS,1951,5465
1,FRANCIS,1952,5710
1,FRANCIS,1953,5205
1,FRANCIS,1954,5160
1,FRANCIS,1955,4845
1,FRANCIS,1957,5020
1,FRANCIS,1958,4445
1,FRANCIS,1960,3790
1,FRANCIS,1961,3220
1,FRANCIS,1962,2825
1,FRANCIS,1963,3095
1,FRANCIS,1964,2660
1,FRANCIS,1965,2505
1,FRANCIS,1966,2325
1,FRANCIS,1967,1725
1,FRANCIS,1968,1775
1,FRANCIS,1969,1685
1,FRANCIS,1970,1165
1,FRANCIS,1971,1040
1,FRANCIS,1972,770
1,FRANCIS,1973,600
1,FRANCIS,1974,475
1,FRANCIS,1975,385
1,FRANCIS,1976,310
1,FRANCIS,1977,305
1,FRANCIS,1978,275
1,FRANCIS,1979,305
1,FRANCIS,1980,320
1,FRANCIS,1981,295
1,FRANCIS,1982,305
1,FRANCIS,1983,240
1,FRANCIS,1984,220
1,FRANCIS,1985,220
1,FRANCIS,1986,220
1,FRANCIS,1987,200
1,FRANCIS,1988,185
1,FRANCIS,1989,150
1,FRANCIS,1990,150
1,FRANCIS,1991,115
1,FRANCIS,1992,130
1,FRANCIS,1993,105
1,FRANCIS,1994,95
1,FRANCIS,1995,100
1,FRANCIS,1996,100
1,FRANCIS,1997,75
1,FRANCIS,1998,65
1,FRANCIS,1999,65
1,FRANCIS,2000,60
1,FRANCIS,2001,50
1,FRANCIS,2002,50
1,FRANCIS,2003,45
1,FRANCIS,2004,55
1,FRANCIS,2005,50
1,FRANCK,1943,100
1,FRANCK,1945,145
1,FRANCK,1946,145
1,FRANCK,1947,160
1,FRANCK,1950,205
1,FRANCK,1951,245
1,FRANCK,1952,340
1,FRANCK,1953,320
1,FRANCK,1954,395
1,FRANCK,1955,510
1,FRANCK,1957,860
1,FRANCK,1958,1055
1,FRANCK,1960,1685
1,FRANCK,1961,1935
1,FRANCK,1962,2425
1,FRANCK,1963,4245
1,FRANCK,1964,7035
1,FRANCK,1965,10765
1,FRANCK,1966,10135
1,FRANCK,1967,10465
1,FRANCK,1968,10415
1,FRANCK,1969,10230
1,FRANCK,1970,10285
1,FRANCK,1971,10640
1,FRANCK,1972,9625
1,FRANCK,1973,8295
1,FRANCK,1974,6655
1,FRANCK,1975,5540
1,FRANCK,1976,4705
1,FRANCK,1977,4410
1,FRANCK,1978,3980
1,FRANCK,1979,3495
1,FRANCK,1980,3200
1,FRANCK,1981,2885
1,FRANCK,1982,2580
1,FRANCK,1983,2095
1,FRANCK,1984,2105
1,FRANCK,1985,1710
1,FRANCK,1986,1605
1,FRANCK,1987,1390
1,FRANCK,1988,1365
1,FRANCK,1989,1155
1,FRANCK,1990,1105
1,FRANCK,1991,1415
1,FRANCK,1992,1130
1,FRANCK,1993,910
1,FRANCK,1994,850
1,FRANCK,1995,680
1,FRANCK,1996,620
1,FRANCK,1997,580
1,FRANCK,1998,525
1,FRANCK,1999,460
1,FRANCK,2000,425
1,FRANCK,2001,310
1,FRANCK,2002,275
1,FRANCK,2003,215
1,FRANCK,2004,225
1,FRANCK,2005,130
1,FRANCOIS,1967,5
1,FRANCOIS-XAVIER,1970,5
1,FRANCOIS-XAVIER,1987,5
1,FRANÇIS,1943,10
1,FRANÇIS,1946,5
1,FRANÇIS,1947,10
1,FRANÇIS,1950,5
1,FRANÇIS,1951,10
1,FRANÇIS,1952,10
1,FRANÇIS,1953,15
1,FRANÇIS,1955,10
1,FRANÇIS,1957,10
1,FRANÇIS,1958,5
1,FRANÇIS,1960,5
1,FRANÇIS,1961,5
1,FRANÇIS,1963,5
1,FRANÇIS,1964,5
1,FRANÇIS,1967,5
1,FRANÇIS,1968,5
1,FRANÇIS,1973,5
1,FRANÇOIS,1943,3680
1,FRANÇOIS,1945,3645
1,FRANÇOIS,1946,5160
1,FRANÇOIS,1947,5235
1,FRANÇOIS,1950,5310
1,FRANÇOIS,1951,5145
1,FRANÇOIS,1952,5115
1,FRANÇOIS,1953,4795
1,FRANÇOIS,1954,4885
1,FRANÇOIS,1955,4965
1,FRANÇOIS,1957,5320
1,FRANÇOIS,1958,5350
1,FRANÇOIS,1960,5460
1,FRANÇOIS,1961,5640
1,FRANÇOIS,1962,5720
1,FRANÇOIS,1963,5825
1,FRANÇOIS,1964,5790
1,FRANÇOIS,1965,5805
1,FRANÇOIS,1966,5630
1,FRANÇOIS,1967,4920
1,FRANÇOIS,1968,4635
1,FRANÇOIS,1969,4265
1,FRANÇOIS,1970,3825
1,FRANÇOIS,1971,3850
1,FRANÇOIS,1972,3695
1,FRANÇOIS,1973,3455
1,FRANÇOIS,1974,3290
1,FRANÇOIS,1975,2790
1,FRANÇOIS,1976,2685
1,FRANÇOIS,1977,2965
1,FRANÇOIS,1978,3225
1,FRANÇOIS,1979,3370
1,FRANÇOIS,1980,3665
1,FRANÇOIS,1981,3500
1,FRANÇOIS,1982,3165
1,FRANÇOIS,1983,3080
1,FRANÇOIS,1984,2905
1,FRANÇOIS,1985,2890
1,FRANÇOIS,1986,2885
1,FRANÇOIS,1987,2895
1,FRANÇOIS,1988,2595
1,FRANÇOIS,1989,2415
1,FRANÇOIS,1990,2290
1,FRANÇOIS,1991,2015
1,FRANÇOIS,1992,1810
1,FRANÇOIS,1993,1695
1,FRANÇOIS,1994,1520
1,FRANÇOIS,1995,1545
1,FRANÇOIS,1996,1535
1,FRANÇOIS,1997,1330
1,FRANÇOIS,1998,1270
1,FRANÇOIS,1999,1055
1,FRANÇOIS,2000,920
1,FRANÇOIS,2001,835
1,FRANÇOIS,2002,675
1,FRANÇOIS,2003,585
1,FRANÇOIS,2004,475
1,FRANÇOIS,2005,425
1,FRANÇOIS-DAVID,1971,5
1,FRANÇOIS-DAVID,1974,5
1,FRANÇOIS-DAVID,1979,5
1,FRANÇOIS-DAVID,1984,5
1,FRANÇOIS-DAVID,1987,5
1,FRANÇOIS-DAVID,1989,5
1,FRANÇOIS-DAVID,1990,5
1,FRANÇOIS-XAVIER,1943,5
1,FRANÇOIS-XAVIER,1945,10
1,FRANÇOIS-XAVIER,1946,5
1,FRANÇOIS-XAVIER,1947,15
1,FRANÇOIS-XAVIER,1950,20
1,FRANÇOIS-XAVIER,1951,30
1,FRANÇOIS-XAVIER,1952,30
1,FRANÇOIS-XAVIER,1953,30
1,FRANÇOIS-XAVIER,1954,25
1,FRANÇOIS-XAVIER,1955,35
1,FRANÇOIS-XAVIER,1957,45
1,FRANÇOIS-XAVIER,1958,55
1,FRANÇOIS-XAVIER,1960,55
1,FRANÇOIS-XAVIER,1961,65
1,FRANÇOIS-XAVIER,1962,75
1,FRANÇOIS-XAVIER,1963,65
1,FRANÇOIS-XAVIER,1964,80
1,FRANÇOIS-XAVIER,1965,95
1,FRANÇOIS-XAVIER,1966,90
1,FRANÇOIS-XAVIER,1967,95
1,FRANÇOIS-XAVIER,1968,100
1,FRANÇOIS-XAVIER,1969,165
1,FRANÇOIS-XAVIER,1970,185
1,FRANÇOIS-XAVIER,1971,250
1,FRANÇOIS-XAVIER,1972,225
1,FRANÇOIS-XAVIER,1973,245
1,FRANÇOIS-XAVIER,1974,240
1,FRANÇOIS-XAVIER,1975,235
1,FRANÇOIS-XAVIER,1976,255
1,FRANÇOIS-XAVIER,1977,240
1,FRANÇOIS-XAVIER,1978,190
1,FRANÇOIS-XAVIER,1979,205
1,FRANÇOIS-XAVIER,1980,240
1,FRANÇOIS-XAVIER,1981,250
1,FRANÇOIS-XAVIER,1982,230
1,FRANÇOIS-XAVIER,1983,210
1,FRANÇOIS-XAVIER,1984,230
1,FRANÇOIS-XAVIER,1985,240
1,FRANÇOIS-XAVIER,1986,260
1,FRANÇOIS-XAVIER,1987,200
1,FRANÇOIS-XAVIER,1988,205
1,FRANÇOIS-XAVIER,1989,175
1,FRANÇOIS-XAVIER,1990,185
1,FRANÇOIS-XAVIER,1991,180
1,FRANÇOIS-XAVIER,1992,130
1,FRANÇOIS-XAVIER,1993,105
1,FRANÇOIS-XAVIER,1994,75
1,FRANÇOIS-XAVIER,1995,85
1,FRANÇOIS-XAVIER,1996,85
1,FRANÇOIS-XAVIER,1997,65
1,FRANÇOIS-XAVIER,1998,65
1,FRANÇOIS-XAVIER,1999,60
1,FRANÇOIS-XAVIER,2000,45
1,FRANÇOIS-XAVIER,2001,40
1,FRANÇOIS-XAVIER,2002,35
1,FRANÇOIS-XAVIER,2003,35
1,FRANÇOIS-XAVIER,2004,30
1,FRANÇOIS-XAVIER,2005,30
1,FREDDY,1943,45
1,FREDDY,1945,60
1,FREDDY,1946,120
1,FREDDY,1947,115
1,FREDDY,1950,120
1,FREDDY,1951,125
1,FREDDY,1952,145
1,FREDDY,1953,115
1,FREDDY,1954,130
1,FREDDY,1955,130
1,FREDDY,1957,210
1,FREDDY,1958,175
1,FREDDY,1960,240
1,FREDDY,1961,255
1,FREDDY,1962,235
1,FREDDY,1963,290
1,FREDDY,1964,315
1,FREDDY,1965,275
1,FREDDY,1966,375
1,FREDDY,1967,385
1,FREDDY,1968,390
1,FREDDY,1969,405
1,FREDDY,1970,455
1,FREDDY,1971,515
1,FREDDY,1972,495
1,FREDDY,1973,560
1,FREDDY,1974,585
1,FREDDY,1975,600
1,FREDDY,1976,560
1,FREDDY,1977,540
1,FREDDY,1978,520
1,FREDDY,1979,470
1,FREDDY,1980,490
1,FREDDY,1981,520
1,FREDDY,1982,535
1,FREDDY,1983,465
1,FREDDY,1984,425
1,FREDDY,1985,450
1,FREDDY,1986,425
1,FREDDY,1987,365
1,FREDDY,1988,335
1,FREDDY,1989,255
1,FREDDY,1990,205
1,FREDDY,1991,195
1,FREDDY,1992,120
1,FREDDY,1993,135
1,FREDDY,1994,105
1,FREDDY,1995,85
1,FREDDY,1996,60
1,FREDDY,1997,60
1,FREDDY,1998,45
1,FREDDY,1999,40
1,FREDDY,2000,40
1,FREDDY,2001,40
1,FREDDY,2002,30
1,FREDDY,2003,25
1,FREDDY,2004,20
1,FREDDY,2005,15
1,FREDERIC,1964,5
1,FREDERIC,1965,5
1,FREDERIC,1967,10
1,FREDERIC,1968,5
1,FREDERIC,1969,5
1,FREDERIC,1970,5
1,FREDERIC,1971,5
1,FREDERIC,1972,5
1,FREDERIC,1973,5
1,FREDERIC,1974,5
1,FREDERIC,1975,5
1,FREDERIC,1976,5
1,FREDERIC,1977,5
1,FREDERIC,1978,5
1,FREDERIC,1979,5
1,FREDERIC,1982,5
1,FREDERIC,1984,5
1,FREDERIC,1985,5
1,FREDERIC,1987,5
1,FRÉDÉRIC,1943,185
1,FRÉDÉRIC,1945,190
1,FRÉDÉRIC,1946,275
1,FRÉDÉRIC,1947,285
1,FRÉDÉRIC,1950,500
1,FRÉDÉRIC,1951,575
1,FRÉDÉRIC,1952,705
1,FRÉDÉRIC,1953,825
1,FRÉDÉRIC,1954,965
1,FRÉDÉRIC,1955,1400
1,FRÉDÉRIC,1957,2205
1,FRÉDÉRIC,1958,2490
1,FRÉDÉRIC,1960,4315
1,FRÉDÉRIC,1961,5575
1,FRÉDÉRIC,1962,6575
1,FRÉDÉRIC,1963,8150
1,FRÉDÉRIC,1964,9135
1,FRÉDÉRIC,1965,10890
1,FRÉDÉRIC,1966,13740
1,FRÉDÉRIC,1967,13530
1,FRÉDÉRIC,1968,14060
1,FRÉDÉRIC,1969,13430
1,FRÉDÉRIC,1970,14195
1,FRÉDÉRIC,1971,13960
1,FRÉDÉRIC,1972,13915
1,FRÉDÉRIC,1973,18190
1,FRÉDÉRIC,1974,16580
1,FRÉDÉRIC,1975,15970
1,FRÉDÉRIC,1976,14345
1,FRÉDÉRIC,1977,12080
1,FRÉDÉRIC,1978,10370
1,FRÉDÉRIC,1979,9520
1,FRÉDÉRIC,1980,8680
1,FRÉDÉRIC,1981,7185
1,FRÉDÉRIC,1982,6135
1,FRÉDÉRIC,1983,5185
1,FRÉDÉRIC,1984,4485
1,FRÉDÉRIC,1985,4040
1,FRÉDÉRIC,1986,3430
1,FRÉDÉRIC,1987,2865
1,FRÉDÉRIC,1988,2405
1,FRÉDÉRIC,1989,2085
1,FRÉDÉRIC,1990,1745
1,FRÉDÉRIC,1991,1520
1,FRÉDÉRIC,1992,1255
1,FRÉDÉRIC,1993,1015
1,FRÉDÉRIC,1994,850
1,FRÉDÉRIC,1995,775
1,FRÉDÉRIC,1996,635
1,FRÉDÉRIC,1997,530
1,FRÉDÉRIC,1998,470
1,FRÉDÉRIC,1999,400
1,FRÉDÉRIC,2000,330
1,FRÉDÉRIC,2001,350
1,FRÉDÉRIC,2002,260
1,FRÉDÉRIC,2003,210
1,FRÉDÉRIC,2004,185
1,FRÉDÉRIC,2005,145
1,FRÉDÉRIQUE,1951,5
1,FRÉDÉRIQUE,1954,5
1,FRÉDÉRIQUE,1955,5
1,FRÉDÉRIQUE,1957,5
1,FRÉDÉRIQUE,1958,5
1,FRÉDÉRIQUE,1960,10
1,FRÉDÉRIQUE,1961,10
1,FRÉDÉRIQUE,1962,10
1,FRÉDÉRIQUE,1963,10
1,FRÉDÉRIQUE,1964,10
1,FRÉDÉRIQUE,1965,10
1,FRÉDÉRIQUE,1966,10
1,FRÉDÉRIQUE,1967,10
1,FRÉDÉRIQUE,1968,10
1,FRÉDÉRIQUE,1969,10
1,FRÉDÉRIQUE,1970,15
1,FRÉDÉRIQUE,1971,15
1,FRÉDÉRIQUE,1972,10
1,FRÉDÉRIQUE,1973,20
1,FRÉDÉRIQUE,1974,10
1,FRÉDÉRIQUE,1975,15
1,FRÉDÉRIQUE,1976,10
1,FRÉDÉRIQUE,1977,10
1,FRÉDÉRIQUE,1978,10
1,FRÉDÉRIQUE,1979,15
1,FRÉDÉRIQUE,1980,5
1,FRÉDÉRIQUE,1981,5
1,FRÉDÉRIQUE,1982,5
1,FRÉDÉRIQUE,1983,10
1,FRÉDÉRIQUE,1984,5
1,FRÉDÉRIQUE,1985,5
1,FRÉDÉRIQUE,1986,5
1,FRÉDÉRIQUE,1987,5
1,FRÉDÉRIQUE,1988,5
1,FRÉDÉRIQUE,1989,5
1,FRÉDÉRIQUE,1993,5
1,FRÉDÉRIQUE,2001,5
1,GABIN,1943,5
1,GABIN,1945,5
1,GABIN,1946,5
1,GABIN,1950,10
1,GABIN,1951,15
1,GABIN,1952,10
1,GABIN,1953,10
1,GABIN,1954,10
1,GABIN,1955,15
1,GABIN,1957,10
1,GABIN,1958,5
1,GABIN,1960,15
1,GABIN,1961,5
1,GABIN,1962,15
1,GABIN,1963,15
1,GABIN,1964,10
1,GABIN,1965,20
1,GABIN,1966,15
1,GABIN,1967,10
1,GABIN,1968,10
1,GABIN,1969,5
1,GABIN,1970,5
1,GABIN,1971,10
1,GABIN,1972,10
1,GABIN,1973,5
1,GABIN,1974,10
1,GABIN,1975,15
1,GABIN,1976,5
1,GABIN,1977,10
1,GABIN,1978,10
1,GABIN,1979,10
1,GABIN,1980,10
1,GABIN,1981,10
1,GABIN,1982,15
1,GABIN,1983,20
1,GABIN,1984,20
1,GABIN,1985,10
1,GABIN,1986,30
1,GABIN,1987,40
1,GABIN,1988,45
1,GABIN,1989,45
1,GABIN,1990,70
1,GABIN,1991,100
1,GABIN,1992,95
1,GABIN,1993,125
1,GABIN,1994,115
1,GABIN,1995,165
1,GABIN,1996,215
1,GABIN,1997,255
1,GABIN,1998,270
1,GABIN,1999,365
1,GABIN,2000,420
1,GABIN,2001,485
1,GABIN,2002,685
1,GABIN,2003,820
1,GABIN,2004,1115
1,GABIN,2005,1250
1,GABRIEL,1943,885
1,GABRIEL,1945,830
1,GABRIEL,1946,1005
1,GABRIEL,1947,1105
1,GABRIEL,1950,935
1,GABRIEL,1951,795
1,GABRIEL,1952,765
1,GABRIEL,1953,665
1,GABRIEL,1954,600
1,GABRIEL,1955,600
1,GABRIEL,1957,495
1,GABRIEL,1958,555
1,GABRIEL,1960,425
1,GABRIEL,1961,435
1,GABRIEL,1962,400
1,GABRIEL,1963,340
1,GABRIEL,1964,405
1,GABRIEL,1965,365
1,GABRIEL,1966,365
1,GABRIEL,1967,340
1,GABRIEL,1968,305
1,GABRIEL,1969,340
1,GABRIEL,1970,335
1,GABRIEL,1971,340
1,GABRIEL,1972,305
1,GABRIEL,1973,320
1,GABRIEL,1974,365
1,GABRIEL,1975,320
1,GABRIEL,1976,365
1,GABRIEL,1977,605
1,GABRIEL,1978,605
1,GABRIEL,1979,580
1,GABRIEL,1980,615
1,GABRIEL,1981,670
1,GABRIEL,1982,610
1,GABRIEL,1983,580
1,GABRIEL,1984,605
1,GABRIEL,1985,600
1,GABRIEL,1986,650
1,GABRIEL,1987,675
1,GABRIEL,1988,665
1,GABRIEL,1989,750
1,GABRIEL,1990,760
1,GABRIEL,1991,795
1,GABRIEL,1992,795
1,GABRIEL,1993,820
1,GABRIEL,1994,895
1,GABRIEL,1995,985
1,GABRIEL,1996,1120
1,GABRIEL,1997,1090
1,GABRIEL,1998,1170
1,GABRIEL,1999,1350
1,GABRIEL,2000,1550
1,GABRIEL,2001,1785
1,GABRIEL,2002,1830
1,GABRIEL,2003,1985
1,GABRIEL,2004,2260
1,GABRIEL,2005,2495
1,GAEL,1943,5
1,GAEL,1945,5
1,GAEL,1946,10
1,GAEL,1947,20
1,GAEL,1950,15
1,GAEL,1951,20
1,GAEL,1952,15
1,GAEL,1953,10
1,GAEL,1954,25
1,GAEL,1955,20
1,GAEL,1957,30
1,GAEL,1958,40
1,GAEL,1960,60
1,GAEL,1961,65
1,GAEL,1962,75
1,GAEL,1963,75
1,GAEL,1964,95
1,GAEL,1965,110
1,GAEL,1966,160
1,GAEL,1967,205
1,GAEL,1968,220
1,GAEL,1969,310
1,GAEL,1970,375
1,GAEL,1971,505
1,GAEL,1972,640
1,GAEL,1973,695
1,GAEL,1974,680
1,GAEL,1975,680
1,GAEL,1976,730
1,GAEL,1977,750
1,GAEL,1978,675
1,GAEL,1979,730
1,GAEL,1980,735
1,GAEL,1981,945
1,GAEL,1982,905
1,GAEL,1983,805
1,GAEL,1984,850
1,GAEL,1985,865
1,GAEL,1986,885
1,GAEL,1987,895
1,GAEL,1988,770
1,GAEL,1989,785
1,GAEL,1990,705
1,GAEL,1991,640
1,GAEL,1992,575
1,GAEL,1993,450
1,GAEL,1994,430
1,GAEL,1995,465
1,GAEL,1996,405
1,GAEL,1997,400
1,GAEL,1998,325
1,GAEL,1999,445
1,GAEL,2000,440
1,GAEL,2001,405
1,GAEL,2002,430
1,GAEL,2003,400
1,GAEL,2004,455
1,GAEL,2005,395
1,GAÊL,1997,5
1,GAËL,1957,5
1,GAËL,1960,5
1,GAËL,1961,5
1,GAËL,1962,10
1,GAËL,1963,10
1,GAËL,1964,15
1,GAËL,1965,10
1,GAËL,1966,20
1,GAËL,1967,25
1,GAËL,1968,25
1,GAËL,1969,45
1,GAËL,1970,60
1,GAËL,1971,90
1,GAËL,1972,120
1,GAËL,1973,105
1,GAËL,1974,120
1,GAËL,1975,120
1,GAËL,1976,140
1,GAËL,1977,120
1,GAËL,1978,120
1,GAËL,1979,165
1,GAËL,1980,160
1,GAËL,1981,160
1,GAËL,1982,190
1,GAËL,1983,170
1,GAËL,1984,155
1,GAËL,1985,135
1,GAËL,1986,155
1,GAËL,1987,135
1,GAËL,1988,100
1,GAËL,1989,100
1,GAËL,1990,85
1,GAËL,1991,60
1,GAËL,1992,50
1,GAËL,1993,50
1,GAËL,1994,55
1,GAËL,1995,70
1,GAËL,1996,155
1,GAËL,1997,205
1,GAËL,1998,155
1,GAËL,1999,30
1,GAËL,2000,5
1,GAËL,2001,5
1,GAËL,2002,5
1,GAËL,2003,5
1,GAËL,2004,5
1,GAËL,2005,5
1,GAËLLE,1989,5
1,GERARD,1946,5
1,GERARD,1947,5
1,GERARD,1950,5
1,GERARD,1951,5
1,GERARD,1952,5
1,GERARD,1954,5
1,GILLES,1943,1075
1,GILLES,1945,1360
1,GILLES,1946,2110
1,GILLES,1947,2655
1,GILLES,1950,3795
1,GILLES,1951,3995
1,GILLES,1952,4550
1,GILLES,1953,4910
1,GILLES,1954,5430
1,GILLES,1955,6085
1,GILLES,1957,6840
1,GILLES,1958,6915
1,GILLES,1960,7410
1,GILLES,1961,7410
1,GILLES,1962,7320
1,GILLES,1963,7035
1,GILLES,1964,6625
1,GILLES,1965,6015
1,GILLES,1966,5810
1,GILLES,1967,5275
1,GILLES,1968,4575
1,GILLES,1969,4450
1,GILLES,1970,3945
1,GILLES,1971,3885
1,GILLES,1972,3470
1,GILLES,1973,2575
1,GILLES,1974,1930
1,GILLES,1975,1490
1,GILLES,1976,1485
1,GILLES,1977,1375
1,GILLES,1978,1270
1,GILLES,1979,1280
1,GILLES,1980,1275
1,GILLES,1981,1215
1,GILLES,1982,1040
1,GILLES,1983,905
1,GILLES,1984,780
1,GILLES,1985,655
1,GILLES,1986,535
1,GILLES,1987,550
1,GILLES,1988,470
1,GILLES,1989,400
1,GILLES,1990,360
1,GILLES,1991,305
1,GILLES,1992,240
1,GILLES,1993,185
1,GILLES,1994,160
1,GILLES,1995,155
1,GILLES,1996,120
1,GILLES,1997,105
1,GILLES,1998,110
1,GILLES,1999,90
1,GILLES,2000,80
1,GILLES,2001,65
1,GILLES,2002,55
1,GILLES,2003,55
1,GILLES,2004,50
1,GILLES,2005,35
1,GRACE,1991,5
1,GRACE,2003,5
1,GRACE,2004,5
1,GRACE,2005,5
1,GRÉGOIRE,1943,40
1,GRÉGOIRE,1945,55
1,GRÉGOIRE,1946,70
1,GRÉGOIRE,1947,65
1,GRÉGOIRE,1950,50
1,GRÉGOIRE,1951,55
1,GRÉGOIRE,1952,50
1,GRÉGOIRE,1953,55
1,GRÉGOIRE,1954,35
1,GRÉGOIRE,1955,55
1,GRÉGOIRE,1957,70
1,GRÉGOIRE,1958,110
1,GRÉGOIRE,1960,100
